id,allslopes1_3,allslopes1_4,conds
1,76.8575000000000,80.4130000000000,1
2,-1.99750000000006,30.8780000000000,1
3,126.000000000000,209.267500000000,1
4,53.0549999999998,153.152500000000,1
5,52.2600000000000,93.6805000000000,1
6,52.0099999999999,208.429000000000,1
7,70.6774999999999,248.775500000000,1
8,69.3974999999999,112.432500000000,1
9,118.435000000000,227.609000000000,1
10,74.3099999999998,152.223000000000,1
11,25.1975000000000,198.552500000000,1
12,19.7349999999999,40.3080000000000,1
13,193.342500000000,184.509500000000,1
14,91.5724999999999,99.7920000000000,1
15,68.3150000000000,80.1070000000000,1
16,132.455000000000,141.032000000000,1
17,170.317500000000,226.916000000000,1
18,98.8324999999999,203.561500000000,1
19,62.2174999999999,44.3105000000000,1
20,42.3899999999999,86.2620000000000,1
21,70.5249999999999,95.9165000000000,1
22,74.1224999999999,160.981000000000,1
23,72.2525000000000,123.583500000000,1
24,79.8449999999999,77.9804999999999,1
1,84.6100000000000,86.1460000000000,2
2,20.2424999999999,35.0614999999999,2
3,184.255000000000,205.095000000000,2
4,61.3299999999998,124.015500000000,2
5,76.0324999999999,108.586500000000,2
6,111.880000000000,247.628000000000,2
7,52.5850000000000,188.310500000000,2
8,75.8574999999998,107.655000000000,2
9,207.210000000000,253.071000000000,2
10,154.025000000000,264.267000000000,2
11,89.4674999999998,204.597000000000,2
12,46.2724999999999,55.5850000000000,2
13,185.820000000000,204.001500000000,2
14,98.4975000000000,104.034500000000,2
15,89.3900000000000,86.2750000000000,2
16,139.050000000000,142.086000000000,2
17,203.010000000000,332.901500000000,2
18,105.255000000000,144.740000000000,2
19,54.1299999999999,50.7859999999999,2
20,70.0549999999999,114.151500000000,2
21,68.6699999999999,80.1330000000000,2
22,74.4900000000000,107.926000000000,2
23,66.6949999999998,119.976000000000,2
24,111.080000000000,114.734500000000,2
