caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,conf.external,conf.internal,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,evol1,evol2,evol.science3,q20f1,q21af2,q21bf2,q21cf2,global.warm.science,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,big.bang.science,q33,q34,q35,q37,q38,gmo.science,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knowledge.sum,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1,believ,believ2,filter_$,agreement.science.MEAN,COO_1,COO_2,agreement.science.2MEAN,COO_3,COO_4,religion.2cat
100744,1.92857142857143,1,81914,1,4,4,S,3,2,2,3,3,4,9,4, ,4,4,2,2,2,2,1,1,2, , , , ,2,2,1,1,1,2, ,1,1, ,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,4,9,2,9,9,1,8,8,3,2,8,3,2,61,4, ,2,1,1, , , ,1, ,1,6,2, ,99,1,9,5,2,3,4,9,9,1, ,1,2,1, , , ,1, ,2,.000693996710009265,.000819177269401972,2,.000562445214351569,.00040860755368402, 
100983,1.92857142857143,1,82014,1,3,37,U,3,1,2,4,4,4,4,4,4, ,2,2,2,2,2,1,1,2, , , , ,2,1,2,2, ,1,2, , , ,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,2,54,6,2,2,9,9, , , ,9, ,1,1,2, ,99,1,2,1,6,3,4,9,9,2,2,1,2,1, , , ,1, ,1.5,2.92824043925057E-005,3.20873230454086E-005,1.5,.00013112537541862,6.86993712721182E-005, 
101462,30.1428571428571,1,81814,1,1,34,S,3,2,2,3,1,4,4,4, ,4,2,1,2,2,2,1,1,2, , , , ,2,2,2,2, ,1, ,2, ,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,3,1,2,1,2,2,1,5,1,50,4, ,2,1,1, , , ,1, ,1,2,2, ,99,1,2,4,4,1,3,9,2,2,2,1,1,1, , , ,1, ,1.25,.000148593960325497,.000180374525691765,1,.000331433850398745,.000293709314776861, 
101785,2,1,81914,1,3,11,U,5,1,9,3,2,3,4,3,3, ,1,1,2,1,1,2,2,1,1,8, , ,1,1,1,1,2,1,2, , , ,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,3,1,2,2,3,3,1,4,2,44,6,2,2,2,2, , , ,2, ,1,6,1, ,99,1,2,3,6,1,3,2,3,2,1,1,1,1, , , ,1, ,1.5,1.07107970231718E-007,3.21587420580384E-008,1.5,4.4851317302525E-006,1.36960985095016E-005, 
102574,5.71428571428571,1,82014,1,2,29,R,1,2,1,2,1,3,4,3, ,2,2,2,2,1,1,1,1,2, , , , ,1,1,1,1,2,1, ,1,2, ,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,3,1,2,1,3,2,1,6,1,32,7,1,1,1,1, , , ,3,3, ,1,1,1,99,1,1,3,7,1,1, ,3,6,2,1,1,1, , , ,1, ,1.25,4.6538417760186E-005,5.45660808487509E-005,1,.000181264220111225,.000211469871118488, 
102737,1.78571428571429,1,82514,1,3,37,U,3,1,9,3,2,2,3,2,1, ,3,9,9,1,1,9,2,2, , , , ,9,1,2,9, ,9,9, , , ,9,2,9,1,9,1,1,1,1,1,1,1,9,2,2,2,9,2,9,3,9,1,8,8,3,2,8,3,1,99,6,2,2,1,1, , , ,1, ,1,9,9, ,99,1,9,9,10,9,3,9,2,9,9,9,9,9,9, , ,1, , , , , , , , 
102859,8.57142857142857,1,82114,1,2,18,U,2,1,2,3,1,4,4,1,2, ,1,2,2,2,2,2,2,2, , , , ,2,2,2,1,1,1,3, , , ,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,3,3,2,8,2,2,1,3,1,70,8,2,2,9,9, , , ,9, ,1,1,2, ,99,1,9,3,10,1,9,9,2,2,2,1,1,1, , , ,1, ,1.75,.000275573059783983,.000358200641339881,1.5,3.90079021723923E-007,5.43835376804987E-006, 
103540,1.64285714285714,1,82214,1,2,26,U,5,1,1,3,1,4,4,1,4, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,1,2, , , ,2,9,1,9,1,9,2,1,1,2,1,1,2,2,1,2,1,9,2,1,3,1,1,8,3,2,4,3,2,60,4, ,1,4,1,7, , ,3,1, ,3,2, ,99,1,2,1,1,1,2, ,1,1, ,1,1,1, , , ,1, ,1.75,.000101785115357088,.000123152164536308,1.5,1.10489735968059E-005,2.1341135114634E-006, 
103590,1.35714285714286,1,82214,1,3,13,S,5,2,1,2,1,2,4,2, ,1,1,1,2,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,9,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,9,1,2,3,1,2,1,3,2,1,6,2,63,8,1,2,1,1, , , ,1, ,1,1,2, ,99,1,2,5,10,1,3,2,3,2,2,1,1,1, , , ,1, ,1,.000996296449183877,.00118072517483115,1,.000334538522919052,.000303649855662572, 
103717,1,1,82414,1,2,26,S,5,1,2,2,2,2,3,2,2, ,2,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,3, , , ,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,3,2,1,8,1,2,1,2,2,99,8,2,2,2,2, , , ,2, ,1,6,2, ,99,1,9,1,10,1,2, ,9,9,1,1,1,1, , , ,1, ,1.75,.000101659829683679,.000147718484756844,1.5,.000107246819808856,6.83857427133349E-005, 
103866,3.35714285714286,1,82214,1,3,24,S,4,2,2,4,4,4,4,4, ,4,2,1,2,2,1,1,1,2, , , , ,9,9,2,2, ,1, ,1,1, ,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,3,3,8,2,1,1,8,0,2,99,3, ,2,9,9, , , ,9, ,1,9,2, ,99,1,1,1,10,1,9,9,9,9,1,2,2,2,2, , ,1, ,1.25,.00357100096412807,.0041570567886871,1.5,.000804323013476901,.000943532704125563, 
105142,1.57142857142857,1,82314,1,4,6,S,1,2,2,3,3,3,4,3, ,2,1,1,1,1,1,1,9,1, , , , ,1,1,9,1,2,2, ,1,1, ,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,3,1,2,8,3,2,8,4,2,65,6,2,9,9,9, , , ,9, ,9,1,1,1,99,1,9,1,10,2,2, ,9,9,3,1,1,1, , , ,1, ,1.5, , ,2, ,.000883168218003961, 
106050,3,1,82514,1,3,45,S,1,2,2,3,4,3,4,4, ,3,2,1,2,1,2,1,1,2, , , , ,2,2,2,1,1,1, ,2, ,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,3,3,1,4,1,55,2, ,2,4,1,5, , ,4, ,1,1,2, ,99,1,2,4,6,1,3,1,2,2,2,1,1,1, , , ,1, ,1.25,.000396314364889357,.000486520208946244,1.5,1.98990395137738E-007,7.63391358602899E-007, 
200924,20.2857142857143,2,82114,1,3,5,R,1,1,2,9,1,4,3,4,2, ,4,9,2,1,9,2,1,1,9,99, , ,9,9,2,1,1,1,9, , , ,1,9,2,1,1,1,1,2,2,1,2,2,9,2,1,1,4,1,2,3,9,8,8,8,3,8,1,2,1,38,5, ,2,1,1, , , ,1, ,1,1,1, ,99,1,9,5,10,1,2, ,3,3,2,1,1, , ,2, ,1, ,1.33333333333333,.000216451159253021,.000239138861683591,1,.00126125816451669,.00145150783687409, 
201029,7.42857142857143,2,81914,1,4,35,U,1,1,1,1,1,3,1,3,1, ,1,9,1,1,1,1,9,1,1,99, , ,1,1,2,2, ,1,2, , , ,1,2,2,9,1,2,2,2,1,1,1,1,1,2,2,1,4,9,9,1,3,1,1,8,3,2,8,3,2,48,4, ,2,5,5, , , ,4, ,1,2,1, ,99,1,2,5,3,2,3,9,2,4,2,1,1, , ,2, ,1, ,1, , ,1, ,.000785839845267413, 
204057,3.42857142857143,2,81814,1,1,36,S,3,2,2,2,2,3,4,2, ,2,1,1,2,1,3,1,2,2, , , , ,1,1,2,1,2,1, ,1,2, ,1,1,2,2,2,1,2,1,1,2,1,2,3,2,2,2,1,2,2,3,1,1,1,1,3,2,1,5,2,67,8,1,1,1,1, , , ,3,3, ,1,2,1,99,1,2,2,5,1,3,9,3,2,2,1,1, , ,1, ,1, ,1.33333333333333,.000119355757713222,.00013730257469519,1,.00047677038673275,.000427352745183454, 
205221,2.92857142857143,2,82014,2,3,12,S,4,1,2,3,2,4,2,9,3, ,4,1,2,1,2,1,2,1,1,2, , ,1,1,9,2, ,1,2, , , ,1,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,1,2,2,1,3,1,2,8,8,2,1,4,1,53,6,2,1,1,1, , , ,3,3, ,3,2,2,99,1,1,2,6,3,3,1,9,1, ,1,1, , ,9, ,1, ,1.33333333333333,.000204785449547692,.000237917291070957,1,.000872188702572587,.000611876682885751, 
206058,2,2,81914,2,2,17,U,5,2,2,1,1,1,9,9, ,9,4,9,9,1,1,3,9,2, , , , ,9,1,9,2, ,9, ,1,2, ,9,1,9,2,1,2,2,2,2,2,2,9,9,1,2,2,4,2,2,1,9,3,2,8,1,2,1,3,1,57,1, ,1,5,7, , , ,3,3, ,1,1,2,99,1,1,3,2,3,3,9,4,9,6,2,2, , ,2, ,1, ,2, , , , , , 
213914,6.71428571428571,2,82214,1,4,6,S,1,2,2,2,2,4,4,4, ,3,3,1,3,1,2,2,1,1, , , , ,2,1,2,2, ,2, ,1,1, ,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,3,2,3,4,2,58,4, ,2,2,2, , , ,2, ,1,1,2, ,99,1,1,1,2,2,2, ,4,2,2,1,1, , ,2, ,1, ,1.75,.000193621380741499,.000220454404186173,2,.000725659556768949,.000647525653899809, 
216771,11.0714285714286,2,82314,1,3,48,U,5,2,2,3,2,4,3,4, ,4,1,1,1,2,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,2, ,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,4,2,2,2,1,1,1,1,2,2,1,4,2,20,4, ,2,2,2, , , ,2, ,1,6,2, ,99,1,2,4,1,3,3,1,3,1, ,1,1, , ,2, ,1, ,1.25,.00024192971916608,.000283729229767645,1,.000796013620966196,.000580443760326287, 
217992,6.21428571428571,2,82514,1,3,13,S,5,1,2,2,1,3,4,1,3, ,2,1,2,2,9,1,1,1,1,7, , ,1,1,1,2, ,2,1, , , ,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,3,8,2,2,2,1,2,2,42,6,2,2,2,2, , , ,2, ,1,2,2, ,99,1,2,3,6,1,2, ,2,2,2,1,1, , ,2, ,1, ,2,.0017794828789984,.00219004307744601,2,.00124113934003492,.00122215844869086, 
100183,4.78571428571429,1,81514,1,3,22,S,2,2,9,3,3,3,3,3, ,3,2,1,1,2,2,1,2,2, , , , ,1,1,2,2, ,1, ,1,2, ,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,3,2,2,4,2,1,1,2,1,25,3, ,1,5,5, , , ,3,1, ,6,2, ,99,2, ,6,10,1,3,9,2,3,2,1,1,2,1, , ,1, ,1.75,.000403787952552773,.000517454400077632,1.5,2.70816014821202E-005,4.63130077978888E-006, 
100993,17,1,81714,1,1,42,U,3,2,1,3,1,1,1,2, ,4,4,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,2, ,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,1,1,2,2,1,2,1,3,3,1,5,1,35,4, ,1,5,7, , , ,3,1, ,6,2, ,99,2, ,6,4,1,4,1,1,3,3,1,1,1, , , ,1, ,1.25,.000107163778373337,.000129126348246499,1,.000307710284565854,.000307440038226328, 
200780,4.14285714285714,2,81814,1,4,8,U,5,1,1,4,2,3,4,3,4, ,1,1,1,1,1,3,2,1,9,99, , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,4,1,1,1,3,1,2,1,3,2,1,6,2,36,8,2,2,9,9, , , ,9, ,1,1,1, ,99,2, ,3,8,1,3,9,3,7,2,1,1, , ,2, ,1, ,1,.0014005466169672,.00165870771071858,1,.000529248292254356,.000432979849905794, 
203910,2.78571428571429,2,81814,1,3,24,S,4,2,1,1,1,1,4,2, ,4,1,1,1,1,1,9,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,9,1,1,1,2,1,1,1,9,1,1,1,1,4,1,1,9,3,1,2,1,3,2,1,6,1,32,8,1,2,1,1, , , ,1, ,1,1,2, ,99,2, ,4,9,1,3,2,2,2,2,1,1, , ,2, ,1, ,1,.000857649346796484,.00100611438577965,1,.000272644155916287,.000229245153282446, 
205360,4.14285714285714,2,81914,1,3,13,U,2,1,1,2,1,2,2,2,9, ,1,1,1,1,2,2,2,2, , , , ,1,1,1,1,9,1,3, , , ,2,1,2,2,1,9,1,2,1,2,1,1,1,1,1,1,4,1,2,1,3,1,2,1,3,2,1,6,1,28,6,2,2,4,4, , , ,4, ,1,6,2, ,99,2, ,4,10,3,4,9,3,1, ,1,2, , ,2, ,1, ,1.5,6.676121550628E-005,7.87808517355604E-005,1,.000291680864322993,.000223739545301472, 
206378,1.5,2,82414,1,1,36,U,5,2,1,3,1,1,1,3, ,3,2,2,1,1,1,2,2,1, , , , ,2,9,2,1,1,1, ,1,1, ,1,1,1,2,1,9,9,1,2,2,2,9,9,9,9,2,2,2,2,9,1,1,2,1,2,1,1,4,1,27,6,1,1,3,3, , , ,3,1, ,9,9, ,99,2, ,6,10,2,3,2,5,3,9,1,1, , ,2, ,1, ,1.33333333333333,.000119396168658749,.000134610719290307,1,.00100054410093189,.000732242949350019, 
209773,5,2,82114,1,4,6,U,3,1,1,2,2,2,2,2,4, ,1,1,1,3,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,1,2,1,2,1,2,9,2,1,2,1,1,2,2,3,1,2,1,3,2,1,6,1,55,8,1,2,3,3, , , ,4, ,2,1,1,2,99,2, ,4,1,3,3,2,4,5,4,1,1, , ,1, ,1, ,1.33333333333333,1.84147728634675E-005,2.18507840576132E-005,1,.000236161609453315,.000253414023697118, 
215059,8.35714285714286,2,82314,1,4,4,U,2,2,2,3,2,3,4,9, ,4,2,1,2,1,2,1,1,2, , , , ,9,1,9,1,9,1, ,1,9, ,2,2,2,2,2,2,2,1,9,1,2,1,2,9,2,2,1,2,1,1,9,1,2,1,3,2,1,6,2,18,3, ,2,1,1, , , ,1, ,1,6,2, ,99,2, ,5,3,1,4,9,9,1, ,1,1, , ,2, ,1, ,1.5,.00014958026241789,.000165701365195927,1.5,.000258468159809713,.000204109851736873, 
100504,1.57142857142857,1,81614,1,2,39,S,4,1,1,3,3,3,3,3,3, ,1,1,2,2,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,3,1,2,1,3,2,1,6,2,99,6,1,2,9,9, , , ,9, ,9,1,1,9,99,9, ,4,9,3,2, ,2,4,2,1,1,1, , , ,1, ,1.5,1.84472714246865E-005,3.14916039377035E-005,1.5,.00011384412696181,4.9734563742684E-005, 
104633,3.85714285714286,1,82314,1,3,5,U,3,1,2,4,4,4,4,4,4, ,2,2,2,2,2,3,1,2, , , , ,2,2,2,2, ,9,3, , , ,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,3,3,2,1,1,2,3,3,2,34,8,2,2,9,9, , , ,9, ,1,1,1, ,99,9, ,1,9,1,9,9,9,9,9,1,1,1, , , ,1, ,1.5,7.01643756656059E-005,.000108087275175366,2,.00283531667759518,.00260735120551603, 
201960,4.07142857142857,2,81614,1,3,37,U,4,2,2,1,3,3,4,4, ,9,4,1,1,2,2,1,1,2, , , , ,2,2,2,1,1,9, ,1,2, ,9,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,4,1,2,1,3,8,2,1,2,2,1,4,1,30,1, ,2,1,1, , , ,1, ,1,2,1, ,99,9, ,4,1,3,3,1,2,4,2,1,1, , ,2, ,1, ,1.5,3.67215487315228E-006,3.08821950731785E-006,1,.00106700062446546,.00121995680222672, 
203729,5,2,81814,1,3,48,U,5,2,1,4,2,4,3,3, ,4,1,1,2,2,1,1,1,1, , , , ,2,1,2,2, ,1, ,1,1, ,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,9,4,2,2,2,2,1,2,1,3,2,3,5,1,23,5, ,2,4,1,2, , ,4, ,2,1,2,1,99,9, ,1,7,1,2, ,1,2,2,1,1, , ,1, ,1, ,1.25,.000123909269468537,.000149272139198908,1,.00047127291522759,.000566970381148811, 
207373,9.64285714285714,2,82314,1,2,39,S,5,1,2,3,1,4,3,4,1, ,1,3,2,1,2,2,1,2, , , , ,1,1,2,1,1,1,1, , , ,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,3,1,2,1,3,2,1,6,1,39,4, ,2,9,9, , , ,9, ,1,1,1, ,99,9, ,9,10,1,3,9,2,4,2,1,1, , ,2, ,1, ,1.5,4.46580003270317E-005,4.71076612879867E-005,1,.000304753792000017,.000322971058321286, 
211963,14.2142857142857,2,82314,1,2,39,S,4,2,2,2,1,4,3,3, ,2,2,1,1,1,1,1,1,9, , , , ,2,9,2,1,1,2, ,2, ,2,2,1,1,1,9,1,1,2,1,1,1,1,2,2,2,9,2,2,2,9,1,3,2,1,2,2,1,4,2,40,4, ,2,1,1, , , ,1, ,1,9,9, ,99,9, ,9,10,1,9,9,9,9,9,1,1, , ,1, ,1, ,2, , ,2, , , 
100036,3.07142857142857,1,81514,1,3,12,S,4,1,2,2,2,3,4,4,4, ,1,1,1,1,1,2,1,1,1,35, , ,1,1,1,1,1,1,3, , , ,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,1,62,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,10,1,3,2,3,2,2,1,1,1, , ,0,0,1,1.25,7.97266202848087E-005, ,1, , ,0
101245,1,1,81814,1,1,36,U,5,1,2,3,1,4,4,4,3, ,2,1,2,1,2,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,9,1,9,1,2,1,2,1,1,1,2,9,2,4,9,2,1,3,1,2,1,3,2,1,6,2,66,8,2,2,1,1, , , ,1, ,1,5,2, ,9, , ,6,10,3,2, ,4,1, ,1,1,1, , ,0,0,1,1.25,1.21407524416053E-005, ,1, , ,0
101563,2.21428571428571,1,81814,1,4,6,U,3,1,2,2,1,3,3,4,1, ,1,1,1,1,1,1,1,1,1,35, , ,1,1,1,1,1,1,2, , , ,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,2,3,1,2,1,2,2,1,5,1,43,8,1,1,1,1, , , ,3,3, ,2,2,1,9, , ,6,9,1,2, ,3,2,2,1,1,1, , ,0,0,1,1,.00127994541506364, ,1, , ,0
101603,11.7142857142857,1,81814,1,4,6,S,4,2,1,3,3,2,2,3, ,3,4,1,1,1,1,2,1,2, , , , ,1,1,2,1,1,1, ,2, ,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,4,2,2,2,3,1,2,1,3,2,1,6,1,65,3, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,5,1,3,9,2,2,2,1,2,2,2, ,0,0,1,1.5,.00042341690949965, ,1, , ,0
101845,11.0714285714286,1,81914,1,3,51,R,1,2,9,9,9,9,9,9, ,9,3,1,1,1,1,2,1,2, , , , ,1,1,9,1,1,1, ,1,9, ,9,1,2,2,1,2,1,2,1,2,9,1,1,1,1,9,9,9,9,2,9,1,2,1,3,2,1,6,1,39,4, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,5,6,3,3,9,4,2,2,1,1,1, , ,0,0,1,1,.000938921243587993, ,1, , ,0
102104,1.5,1,82014,1,2,26,U,5,1,1,2,2,2,3,3,2, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,2,1,3,1,2,1,3,2,1,6,1,52,8,2,2,1,1, , , ,1, ,2,1,1,2,9, , ,6,9,1,3,2,3,4,2,1,1,1, , ,0,0,1,1.25,1.5760378034288E-006, ,1, , ,0
102127,2.21428571428571,1,82014,1,3,13,S,3,1,1,1,1,1,3,2,3, ,1,1,1,1,2,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,40,6,2,2,1,1, , , ,1, ,1,1,1, ,9, , ,5,5,1,3,2,4,6,2,1,1,1, , ,0,0,1,1,.00113552987598547, ,1, , ,0
102441,1.07142857142857,1,82014,1,3,48,U,5,2,2,4,9,4,4,1, ,4,1,1,1,2,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,3,1,2,1,3,1,1,5,1,54,6,2,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,10,1,2, ,4,1, ,1,1,1, , ,0,0,1,1,.00117690385335036, ,1, , ,0
102660,2.85714285714286,1,82014,1,4,6,U,5,1,1,3,4,4,4,2,4, ,2,1,2,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,3,1,1,1,3,2,1,5,1,59,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,5,1,2, ,5,2,2,1,1,1, , ,0,0,1,1.25,5.66637990300591E-005, ,1, , ,0
102958,1.35714285714286,1,82414,1,3,48,U,2,2,2,4,3,3,4,2, ,3,3,1,2,1,1,2,1,2, , , , ,2,1,2,1,1,2, ,1,2, ,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,3,3,1,1,3,2,1,4,1,85,6,1,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,10,1,3,1,2,2,2,1,2,1, , ,0,0,1,2,.0062605723191817, ,2, , ,0
102976,4.14285714285714,1,82114,1,1,36,U,5,1,2,2,3,3,2,2,3, ,2,1,2,1,1,1,2,2, , , , ,1,1,2,1,1,1,2, , , ,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,3,1,2,1,3,2,1,6,1,31,5, ,2,3,3, , , ,4, ,2,6,2,1,9, , ,5,4,3,3,9,4,1, ,1,1,1, , ,0,0,1,1.5,.000853351292494587, ,1.5, , ,0
103186,1.64285714285714,1,82114,1,3,48,U,4,2,2,2,3,3,3,4, ,3,2,1,2,1,1,1,1,2, , , , ,1,1,1,1,2,1, ,1,1, ,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,4,1,1,2,1,2,29,6,2,2,2,2, , , ,2, ,1,4,2, ,9, , ,6,5,1,3,9,4,1, ,1,1,1, , ,0,0,1,1.5,.000578657492552462, ,1.5, , ,0
103423,6.92857142857143,1,82114,2,4,6,S,5,2,1,2,4,2,2,2, ,1,3,2,2,1,2,1,1,2, , , , ,1,1,2,9, ,1, ,1,1, ,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,4,2,2,2,3,3,1,4,1,1,1,1,2,58,1, ,1,2,2, , , ,3,3, ,6,2,1,9, , ,6,1,3,3,1,3,1, ,2,2,2, , ,0,0,1,1.5,7.05405815691091E-007, ,1.5, , ,0
103424,4.71428571428571,1,82114,1,4,32,U,1,2,9,3,1,2,3,1, ,4,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,9,1,2,1,2,1,2,1,2,1,1,1,2,9,2,1,9,9,2,3,1,2,1,3,2,1,6,1,63,6,1,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,8,1,2, ,3,2,2,1,2,1, , ,0,0,1,1,.00127698498542561, ,1, , ,0
103690,1.07142857142857,1,82214,1,1,36,U,5,1,1,1,2,3,4,2,2, ,1,1,2,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,3,1,2,1,3,2,1,6,2,63,8,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,5,7,3,3,2,5,1, ,1,2,1, , ,0,0,1,1.25,5.88981748941306E-006, ,1, , ,0
105031,3,1,82414,1,4,6,S,4,1,2,4,2,2,3,4,4, ,1,1,2,1,2,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,3,2,1,6,1,18,3, ,1,1,1, , , ,3,3, ,6,2,1,9, , ,6,7,1,3,2,5,3,3,1,1,1, , ,0,0,1,1.25,1.58258723797179E-005, ,1, , ,0
105281,9.92857142857143,1,82314,1,2,55,U,3,1,1,3,1,2,2,4,2, ,1,1,1,1,1,1,1,2, , , , ,1,1,2,1,1,1,2, , , ,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,3,1,1,1,3,2,1,5,1,48,6,2,2,1,1, , , ,1, ,2,1,2,1,9, , ,6,9,1,2, ,5,2,2,1,1,1, , ,0,0,1,1.25,1.5370733158539E-005, ,1, , ,0
105343,12.6428571428571,1,82314,1,3,51,S,1,2,1,2,1,1,3,3, ,3,3,2,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,9, ,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,4,1,2,2,1,1,2,1,3,2,1,6,1,52,4, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,9,1,2, ,4,2,2,1,2,1, , ,0,0,1,1.25,3.2422716508408E-005, ,1, , ,0
105722,1.21428571428571,1,82414,1,3,12,U,3,2,2,2,2,2,4,3, ,4,1,1,1,1,3,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,3,1,2,2,3,1,2,1,3,2,1,6,1,68,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,1,2, ,4,2,2,1,1,1, , ,0,0,1,1.25,5.86400895545739E-005, ,1, , ,0
105819,8.28571428571429,1,82414,1,3,54,U,3,2,2,4,3,4,4,4, ,4,1,1,2,2,2,2,1,2, , , , ,1,2,2,1,1,1, ,1,1, ,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,3,1,2,1,3,2,1,6,1,30,6,2,2,1,1, , , ,1, ,1,1,1, ,9, , ,6,9,3,4,9,2,4,2,1,1,1, , ,0,0,1,1,.000560386729973431, ,1, , ,0
200169,3.78571428571429,2,81514,1,3,12,S,4,1,1,2,1,3,4,3,4, ,1,1,1,1,2,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,3,2,1,2,3,1,2,1,3,2,1,6,1,28,6,1,2,1,1, , , ,1, ,1,1,1, ,9, , ,6,9,1,2, ,4,3,2,1,1, , ,2,0,0,1,1,.000536508221582721, ,1, , ,0
