Progress,Duration (in seconds),Finished,ResponseId,age,gender,handedness,systems_aware,devices_own,Q10_1_woman_human_agency,Q10_2_woman_human_experience,Q20_1_rock_object_agency,Q20_2_rock_object_experience,Q6_1_alexa_robot_agency,Q6_2_alexa_robot_experience,Q54_1_pvs_human_agency,Q54_2_pvs_human_experience,Q16_1_teddy_object_agency,Q16_2_teddy_object_experience,Q51_1_sphero_robot_agency,Q51_2_sphero_robot_experience,Q49_1_baby_human_agency,Q49_2_baby_human_experience,Q50_1_fetus_human_agency,Q50_2_fetus_human_experience,Q18_1_dead_human_agency,Q18_2_dead_human_experience,Q25_1_dog_animal_agency,Q25_2_dog_animal_experience,Q23_1_frog_animal_agency,Q23_2_frog_animal_experience,Q61_1_r2d2_robot_agency,Q61_2_r2d2_robot_experience,Q27_1_fcr_robot_agency,Q27_2_fcr_robot_experience,Q29_1_sophia_robot_agency,Q29_2_sophia_robot_experience,Q31_1_child_human_agency,Q31_2_child_human_experience,Q33_1_shovel_object_agency,Q33_2_shovel_object_experience,Q37_1_siri_robot_agency,Q37_2_siri_robot_experience,Q39_1_roomba_robot_agency,Q39_2_roomba_robot_experience,Q48_1_bacteria_animal_agency,Q48_2_bacteria_animal_experience,Q52_1_chimp_animal_agency,Q52_2_chimp_animal_experience,Q53_1_beam_robot_agency,Q53_2_beam_robot_experience,Q55_1_atlast_robot_agency,Q55_2_atlast_robot_experience,Q59_1_walle_robot_agency,Q59_2_walle_robot_experience,Q63_1_maslo_robot_agency,Q63_2_maslo_robot_experience,Q92
Progress,Duration (in seconds),Finished,Response ID,Please enter your age.,Please enter your sex.,What is your handedness?,Which of these systems are you aware of?,Which of the following devices/systems do you own?,How would you rate Sharon on the following? - Agency (ability to do),How would you rate Sharon on the following? - Experience (ability to feel),How would you rate the rock on the following? - Agency (ability to do),How would you rate the rock on the following? - Experience (ability to feel),How would you rate Alexa on the following? - Agency (ability to do),How would you rate Alexa on the following? - Experience (ability to feel),How would you rate Gerald on the following? - Agency (ability to do),How would you rate Gerald on the following? - Experience (ability to feel),How would you rate Jimmy on the following? - Agency (ability to do),How would you rate Jimmy on the following? - Experience (ability to feel),How would you rate Sphero on the following? - Agency (ability to do),How would you rate Sphero on the following? - Experience (ability to feel),How would you rate Nicholas on the following? - Agency (ability to do),How would you rate Nicholas on the following? - Experience (ability to feel),How would you rate the fetus on the following? - Agency (ability to do),How would you rate the fetus on the following? - Experience (ability to feel),How would you rate Delores on the following? - Agency (ability to do),How would you rate Delores on the following? - Experience (ability to feel),How would you rate Lexi on the following? - Agency (ability to do),How would you rate Lexi on the following? - Experience (ability to feel),How would you rate the green frog on the following? - Agency (ability to do),How would you rate the green frog on the following? - Experience (ability to feel),How would you rate R2-D2 on the following? - Agency (ability to do),How would you rate R2-D2 on the following? - Experience (ability to feel),How would you rate Kai on the following? - Agency (ability to do),How would you rate Kai on the following? - Experience (ability to feel),How would you rate Sophia on the following? - Agency (ability to do),How would you rate Sophia on the following? - Experience (ability to feel),How would you rate Jordan on the following? - Agency (ability to do),How would you rate Jordan on the following? - Experience (ability to feel),How would you rate the shovel on the following? - Agency (ability to do),How would you rate the shovel on the following? - Experience (ability to feel),How would you rate Siri on the following? - Agency (ability to do),How would you rate Siri on the following? - Experience (ability to feel),How would you rate the Roomba on the following? - Agency (ability to do),How would you rate the Roomba on the following? - Experience (ability to feel),How would you rate the E. coli on the following? - Agency (ability to do),How would you rate the E. coli on the following? - Experience (ability to feel),How would you rate the Toby on the following? - Agency (ability to do),How would you rate the Toby on the following? - Experience (ability to feel),How would you rate Beam + on the following? - Agency (ability to do),How would you rate Beam + on the following? - Experience (ability to feel),How would you rate Atlas on the following? - Agency (ability to do),How would you rate Atlas on the following? - Experience (ability to feel),How would you rate WALL-E on the following? - Agency (ability to do),How would you rate WALL-E on the following? - Experience (ability to feel),How would you rate Maslo on the following? - Agency (ability to do),How would you rate Maslo on the following? - Experience (ability to feel),Are you answering this survey from MTurk?
"{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""_recordId""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID64""}","{""ImportId"":""QID7""}","{""ImportId"":""QID4""}","{""ImportId"":""QID10_1""}","{""ImportId"":""QID10_2""}","{""ImportId"":""QID20_1""}","{""ImportId"":""QID20_2""}","{""ImportId"":""QID6_1""}","{""ImportId"":""QID6_2""}","{""ImportId"":""QID54_1""}","{""ImportId"":""QID54_2""}","{""ImportId"":""QID16_1""}","{""ImportId"":""QID16_2""}","{""ImportId"":""QID51_1""}","{""ImportId"":""QID51_2""}","{""ImportId"":""QID49_1""}","{""ImportId"":""QID49_2""}","{""ImportId"":""QID50_1""}","{""ImportId"":""QID50_2""}","{""ImportId"":""QID18_1""}","{""ImportId"":""QID18_2""}","{""ImportId"":""QID25_1""}","{""ImportId"":""QID25_2""}","{""ImportId"":""QID23_1""}","{""ImportId"":""QID23_2""}","{""ImportId"":""QID61_1""}","{""ImportId"":""QID61_2""}","{""ImportId"":""QID27_1""}","{""ImportId"":""QID27_2""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID31_1""}","{""ImportId"":""QID31_2""}","{""ImportId"":""QID33_1""}","{""ImportId"":""QID33_2""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID39_2""}","{""ImportId"":""QID48_1""}","{""ImportId"":""QID48_2""}","{""ImportId"":""QID52_1""}","{""ImportId"":""QID52_2""}","{""ImportId"":""QID53_1""}","{""ImportId"":""QID53_2""}","{""ImportId"":""QID55_1""}","{""ImportId"":""QID55_2""}","{""ImportId"":""QID59_1""}","{""ImportId"":""QID59_2""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID63_2""}","{""ImportId"":""QID92""}"
100,230,TRUE,1,28,Male,Right Handed,"Siri,Alexa,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,61,0,0,0,0,0,66,0,80,100,0,0,0,0,66,91,4,39,100,0,91,38,20,0,100,100,0,0,64,0,61,0,0,0,76,94,25,0,51,0,82,72,65,0,Yes
100,268,TRUE,2,31,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,64,0,0,64,0,0,81,0,100,100,5,11,0,0,100,95,100,94,0,0,16,0,35,0,100,100,0,0,80,0,75,0,20,0,91,94,65,0,41,0,0,0,38,0,Yes
100,394,TRUE,3,67,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Roomba or other robotic vacuum,100,100,0,0,0,0,0,10,0,0,0,0,60,100,0,0,100,100,82,100,18,23,51,0,100,21,0,0,72,100,0,0,0,0,0,0,11,0,61,89,0,0,0,0,0,0,0,0,Yes
100,325,TRUE,4,47,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,0,0,0,41,0,0,0,0,30,100,0,0,0,0,79,100,59,73,88,62,0,0,0,0,100,100,0,0,0,0,0,0,0,0,69,100,0,0,0,0,0,0,0,0,Yes
100,247,TRUE,5,34,Male,Right Handed,"Siri,Alexa,WALL-E,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,90,90,50,10,0,0,90,30,0,0,100,100,0,0,0,0,20,0,0,0,95,100,0,0,25,0,0,0,0,0,Yes
100,296,TRUE,6,33,Male,Right Handed,"Sophia,Siri,Alexa,Roomba or other robotic vacuums",Siri or Google Assistant on a smartphone,100,100,0,0,0,0,100,100,0,0,0,0,100,100,80,100,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,Yes
100,310,TRUE,7,30,Female,Right Handed,"Siri,Alexa,Roomba or other robotic vacuums",Alexa,74,76,0,0,92,14,94,97,0,0,90,13,30,87,91,91,9,0,95,94,43,90,91,9,85,4,87,19,65,84,27,0,86,0,69,0,10,89,91,95,86,17,93,0,100,0,69,0,Yes
100,2861,TRUE,8,22,Male,Right Handed,"Sophia,Atlas,Sphero,Siri,Alexa,Maslo,R2-D2,WALL-E","Alexa,Siri or Google Assistant on a smartphone",97,98,7,2,74,56,30,58,10,3,62,39,26,35,3,14,3,8,51,51,48,53,87,62,99,97,92,76,81,69,9,1,66,61,29,7,5,15,66,74,78,18,81,69,81,74,71,56,No
